Result,Fighter,KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate
W,Alexander Volkov,1,0,0,11,54,88,0.6136363636363636,54,88,0.6136363636363636,0,0,0.0,47,81,0.5802469135802469,3,3,1.0,4,4,1.0,40,65,0.6153846153846154,11,18,0.6111111111111112,3,5,0.6
W,Cory Sandhagen,1,0,0,2,2,5,0.4,2,5,0.4,0,0,0.0,1,3,0.3333333333333333,0,0,0.0,1,2,0.5,2,5,0.4,0,0,0.0,0,0,0.0
L,Frankie Edgar,0,0,0,0,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,0.0,1,2,0.5,0,0,0.0,1,1,1.0,2,3,0.6666666666666666,0,0,0.0,0,0,0.0
L,Michael Johnson,0,0,0,183,58,126,0.4603174603174603,70,138,0.5072463768115942,0,0,0.0,52,113,0.46017699115044247,5,12,0.4166666666666667,1,1,1.0,47,115,0.40869565217391307,6,6,1.0,5,5,1.0
W,Clay Guida,0,1,0,413,49,89,0.550561797752809,65,107,0.6074766355140186,3,7,0.42857142857142855,31,71,0.43661971830985913,12,12,1.0,6,6,1.0,32,72,0.4444444444444444,14,14,1.0,3,3,1.0
W,Alexandre Pantoja,0,0,0,24,74,149,0.4966442953020134,77,152,0.506578947368421,0,1,0.0,27,83,0.3253012048192771,26,38,0.6842105263157895,21,28,0.75,72,146,0.4931506849315068,1,1,1.0,1,2,0.5
L,Manel Kape,0,0,0,25,49,91,0.5384615384615384,51,94,0.5425531914893617,2,7,0.2857142857142857,36,76,0.47368421052631576,8,8,1.0,5,7,0.7142857142857143,49,91,0.5384615384615384,0,0,0.0,0,0,0.0
L,Diego Ferreira,0,0,1,58,54,121,0.4462809917355372,74,145,0.5103448275862069,0,1,0.0,43,104,0.41346153846153844,10,15,0.6666666666666666,1,2,0.5,45,109,0.41284403669724773,5,5,1.0,4,7,0.5714285714285714
W,Beneil Dariush,0,0,0,443,62,116,0.5344827586206896,74,132,0.5606060606060606,5,15,0.3333333333333333,46,98,0.46938775510204084,10,12,0.8333333333333334,6,6,1.0,51,93,0.5483870967741935,3,5,0.6,8,18,0.4444444444444444
L,Mike Rodriguez,0,0,0,4,16,24,0.6666666666666666,34,43,0.7906976744186046,0,0,0.0,3,7,0.42857142857142855,5,6,0.8333333333333334,8,11,0.7272727272727273,11,19,0.5789473684210527,5,5,1.0,0,0,0.0
W,Danilo Marques,0,2,0,459,29,29,1.0,55,58,0.9482758620689655,4,7,0.5714285714285714,27,27,1.0,2,2,1.0,0,0,0.0,2,2,1.0,0,0,0.0,27,27,1.0
W,Devonte Smith,0,1,0,188,34,65,0.5230769230769231,46,78,0.5897435897435898,1,1,1.0,25,54,0.46296296296296297,5,7,0.7142857142857143,4,4,1.0,21,45,0.4666666666666667,5,8,0.625,8,12,0.6666666666666666
L,Justin Jaynes,0,0,1,12,11,27,0.4074074074074074,19,35,0.5428571428571428,0,2,0.0,6,21,0.2857142857142857,3,4,0.75,2,2,1.0,10,26,0.38461538461538464,0,0,0.0,1,1,1.0
W,Karol Rosa,0,0,0,673,57,84,0.6785714285714286,135,175,0.7714285714285715,4,6,0.6666666666666666,33,55,0.6,9,10,0.9,15,19,0.7894736842105263,27,46,0.5869565217391305,11,14,0.7857142857142857,19,24,0.7916666666666666
L,Joselyne Edwards,0,0,1,2,38,59,0.6440677966101694,70,97,0.7216494845360825,1,3,0.3333333333333333,22,36,0.6111111111111112,4,8,0.5,12,15,0.8,31,51,0.6078431372549019,3,3,1.0,4,5,0.8
L,Molly McCann,0,1,0,50,37,47,0.7872340425531915,71,83,0.8554216867469879,0,0,0.0,17,25,0.68,13,14,0.9285714285714286,7,8,0.875,21,28,0.75,11,12,0.9166666666666666,5,7,0.7142857142857143
W,Lara Procopio,0,1,0,703,36,58,0.6206896551724138,85,113,0.7522123893805309,7,9,0.7777777777777778,20,39,0.5128205128205128,11,12,0.9166666666666666,5,7,0.7142857142857143,19,39,0.48717948717948717,9,11,0.8181818181818182,8,8,1.0
W,SeungWoo Choi,0,0,0,219,41,109,0.3761467889908257,73,144,0.5069444444444444,2,3,0.6666666666666666,25,84,0.2976190476190476,10,13,0.7692307692307693,6,12,0.5,26,93,0.27956989247311825,12,13,0.9230769230769231,3,3,1.0
L,Youssef Zalal,0,1,1,269,23,47,0.48936170212765956,46,70,0.6571428571428571,3,9,0.3333333333333333,12,34,0.35294117647058826,9,10,0.9,2,3,0.6666666666666666,21,44,0.4772727272727273,1,2,0.5,1,1,1.0
W,Timur Valiev,0,0,0,679,55,76,0.7236842105263158,115,149,0.7718120805369127,4,6,0.6666666666666666,37,53,0.6981132075471698,4,7,0.5714285714285714,14,16,0.875,20,31,0.6451612903225806,2,2,1.0,33,43,0.7674418604651163
L,Martin Day,0,0,1,15,8,28,0.2857142857142857,24,46,0.5217391304347826,0,0,0.0,7,23,0.30434782608695654,0,2,0.0,1,3,0.3333333333333333,6,23,0.2608695652173913,0,1,0.0,2,4,0.5
W,Ode Osbourne,1,0,0,2,5,6,0.8333333333333334,5,6,0.8333333333333334,0,0,0.0,5,6,0.8333333333333334,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,4,5,0.8
L,Jerome Rivera,0,0,0,0,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,0.0,0,1,0.0,1,1,1.0,1,1,1.0,2,3,0.6666666666666666,0,0,0.0,0,0,0.0
W,Dustin Poirier,1,0,0,102,48,91,0.5274725274725275,53,98,0.5408163265306123,1,1,1.0,30,69,0.43478260869565216,0,1,0.0,18,21,0.8571428571428571,46,89,0.5168539325842697,0,0,0.0,2,2,1.0
L,Conor McGregor,0,0,0,67,29,66,0.4393939393939394,52,92,0.5652173913043478,0,1,0.0,23,60,0.38333333333333336,4,4,1.0,2,2,1.0,27,63,0.42857142857142855,2,3,0.6666666666666666,0,0,0.0
L,Dan Hooker,0,0,0,0,8,19,0.42105263157894735,8,19,0.42105263157894735,0,0,0.0,0,6,0.0,0,1,0.0,8,12,0.6666666666666666,8,19,0.42105263157894735,0,0,0.0,0,0,0.0
W,Michael Chandler,1,0,0,9,17,24,0.7083333333333334,17,24,0.7083333333333334,0,0,0.0,12,17,0.7058823529411765,4,6,0.6666666666666666,1,1,1.0,7,11,0.6363636363636364,0,0,0.0,10,13,0.7692307692307693
L,Jessica Eye,0,0,0,303,77,173,0.44508670520231214,104,218,0.47706422018348627,1,4,0.25,39,127,0.30708661417322836,35,41,0.8536585365853658,3,5,0.6,44,132,0.3333333333333333,32,40,0.8,1,1,1.0
W,Joanne Wood,0,0,0,19,148,240,0.6166666666666667,214,319,0.670846394984326,1,3,0.3333333333333333,52,122,0.4262295081967213,53,62,0.8548387096774194,43,56,0.7678571428571429,113,198,0.5707070707070707,35,42,0.8333333333333334,0,0,0.0
L,Andrew Sanchez,0,0,0,22,48,141,0.3404255319148936,50,144,0.3472222222222222,0,2,0.0,34,118,0.288135593220339,8,15,0.5333333333333333,6,8,0.75,48,141,0.3404255319148936,0,0,0.0,0,0,0.0
W,Makhmud Muradov,0,0,0,16,79,174,0.4540229885057471,82,177,0.4632768361581921,0,2,0.0,52,139,0.37410071942446044,16,22,0.7272727272727273,11,13,0.8461538461538461,72,165,0.43636363636363634,5,7,0.7142857142857143,2,2,1.0
W,Marina Rodriguez,1,0,0,7,15,36,0.4166666666666667,26,52,0.5,0,0,0.0,14,33,0.42424242424242425,1,1,1.0,0,2,0.0,5,25,0.2,3,3,1.0,7,8,0.875
L,Amanda Ribas,0,0,0,219,7,23,0.30434782608695654,35,57,0.6140350877192983,1,1,1.0,4,19,0.21052631578947367,2,2,1.0,1,2,0.5,3,16,0.1875,1,1,1.0,3,6,0.5
W,Arman Tsarukyan,0,0,0,504,50,103,0.4854368932038835,103,180,0.5722222222222222,10,12,0.8333333333333334,32,82,0.3902439024390244,12,15,0.8,6,6,1.0,39,86,0.45348837209302323,5,8,0.625,6,9,0.6666666666666666
L,Matt Frevola,0,0,0,2,16,57,0.2807017543859649,51,97,0.5257731958762887,0,2,0.0,8,46,0.17391304347826086,6,9,0.6666666666666666,2,2,1.0,9,48,0.1875,7,9,0.7777777777777778,0,0,0.0
W,Brad Tavares,0,0,0,5,54,108,0.5,73,135,0.5407407407407407,0,0,0.0,28,76,0.3684210526315789,6,8,0.75,20,24,0.8333333333333334,50,102,0.49019607843137253,4,6,0.6666666666666666,0,0,0.0
L,Antonio Carlos Junior,0,0,0,388,34,103,0.3300970873786408,57,135,0.4222222222222222,1,12,0.08333333333333333,24,93,0.25806451612903225,2,2,1.0,8,8,1.0,33,100,0.33,1,3,0.3333333333333333,0,0,0.0
W,Julianna Pena,0,1,0,175,38,76,0.5,140,192,0.7291666666666666,1,1,1.0,27,65,0.4153846153846154,11,11,1.0,0,0,0.0,20,57,0.3508771929824561,10,10,1.0,8,9,0.8888888888888888
L,Sara McMann,0,0,0,441,21,54,0.3888888888888889,28,63,0.4444444444444444,3,3,1.0,10,39,0.2564102564102564,7,10,0.7,4,5,0.8,12,43,0.27906976744186046,6,6,1.0,3,5,0.6
L,Khalil Rountree Jr.,0,0,0,0,49,148,0.3310810810810811,50,149,0.33557046979865773,0,0,0.0,29,120,0.24166666666666667,13,18,0.7222222222222222,7,10,0.7,49,146,0.3356164383561644,0,2,0.0,0,0,0.0
W,Marcin Prachnio,0,0,0,5,102,216,0.4722222222222222,105,220,0.4772727272727273,0,2,0.0,33,131,0.25190839694656486,29,39,0.7435897435897436,40,46,0.8695652173913043,100,211,0.47393364928909953,2,5,0.4,0,0,0.0
L,Nik Lentz,0,2,1,86,46,127,0.36220472440944884,50,137,0.36496350364963503,1,5,0.2,24,100,0.24,15,20,0.75,7,7,1.0,41,120,0.3416666666666667,5,7,0.7142857142857143,0,0,0.0
W,Movsar Evloev,0,0,0,276,82,170,0.4823529411764706,137,235,0.5829787234042553,2,2,1.0,70,153,0.45751633986928103,7,10,0.7,5,7,0.7142857142857143,78,165,0.4727272727272727,0,0,0.0,4,5,0.8
W,Amir Albazi,0,0,0,218,68,169,0.40236686390532544,94,200,0.47,2,3,0.6666666666666666,40,128,0.3125,15,24,0.625,13,17,0.7647058823529411,64,163,0.39263803680981596,2,3,0.6666666666666666,2,3,0.6666666666666666
L,Zhalgas Zhumagulov,0,0,0,27,59,132,0.44696969696969696,74,150,0.49333333333333335,1,3,0.3333333333333333,22,84,0.2619047619047619,31,41,0.7560975609756098,6,7,0.8571428571428571,58,128,0.453125,1,2,0.5,0,2,0.0
W,Michael Chiesa,0,0,0,921,24,52,0.46153846153846156,93,125,0.744,4,6,0.6666666666666666,19,43,0.4418604651162791,3,7,0.42857142857142855,2,2,1.0,10,29,0.3448275862068966,1,2,0.5,13,21,0.6190476190476191
L,Neil Magny,0,1,0,135,12,50,0.24,52,96,0.5416666666666666,1,3,0.3333333333333333,7,42,0.16666666666666666,5,7,0.7142857142857143,0,1,0.0,8,45,0.17777777777777778,4,5,0.8,0,0,0.0
W,Warlley Alves,1,0,0,96,17,21,0.8095238095238095,24,30,0.8,1,1,1.0,9,12,0.75,7,8,0.875,1,1,1.0,7,9,0.7777777777777778,4,6,0.6666666666666666,6,6,1.0
L,Mounir Lazzez,0,0,0,42,2,2,1.0,2,2,1.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0
W,Ike Villanueva,1,0,0,2,24,56,0.42857142857142855,24,56,0.42857142857142855,0,0,0.0,18,47,0.3829787234042553,6,9,0.6666666666666666,0,0,0.0,24,56,0.42857142857142855,0,0,0.0,0,0,0.0
L,Vinicius Moreira,0,0,0,0,24,42,0.5714285714285714,24,42,0.5714285714285714,0,0,0.0,4,10,0.4,10,18,0.5555555555555556,10,14,0.7142857142857143,23,41,0.5609756097560976,1,1,1.0,0,0,0.0
L,Roxanne Modafferi,0,0,0,39,46,184,0.25,49,193,0.2538860103626943,0,5,0.0,40,177,0.22598870056497175,2,3,0.6666666666666666,4,4,1.0,45,181,0.24861878453038674,1,3,0.3333333333333333,0,0,0.0
W,Viviane Araujo,0,1,0,186,86,198,0.43434343434343436,100,214,0.4672897196261682,4,4,1.0,79,187,0.42245989304812837,5,8,0.625,2,3,0.6666666666666666,85,192,0.4427083333333333,1,2,0.5,0,4,0.0
W,Matt Schnell,0,0,0,0,85,214,0.397196261682243,85,214,0.397196261682243,0,0,0.0,69,195,0.35384615384615387,10,12,0.8333333333333334,6,7,0.8571428571428571,83,212,0.3915094339622642,2,2,1.0,0,0,0.0
L,Tyson Nam,0,0,0,0,58,193,0.3005181347150259,58,193,0.3005181347150259,0,0,0.0,36,164,0.21951219512195122,10,15,0.6666666666666666,12,14,0.8571428571428571,58,193,0.3005181347150259,0,0,0.0,0,0,0.0
W,Lerone Murphy,0,0,0,111,48,115,0.41739130434782606,60,131,0.4580152671755725,1,4,0.25,29,92,0.31521739130434784,8,11,0.7272727272727273,11,12,0.9166666666666666,37,97,0.38144329896907214,6,8,0.75,5,10,0.5
L,Douglas Silva de Andrade,0,0,0,81,39,108,0.3611111111111111,51,121,0.4214876033057851,1,2,0.5,16,74,0.21621621621621623,11,14,0.7857142857142857,12,20,0.6,33,101,0.32673267326732675,6,7,0.8571428571428571,0,0,0.0
W,Omari Akhmedov,0,1,0,274,25,38,0.6578947368421053,73,91,0.8021978021978022,2,5,0.4,23,34,0.6764705882352942,1,3,0.3333333333333333,1,1,1.0,4,7,0.5714285714285714,0,0,0.0,21,31,0.6774193548387096
L,Tom Breese,0,3,1,60,1,4,0.25,6,12,0.5,0,1,0.0,0,2,0.0,1,2,0.5,0,0,0.0,1,4,0.25,0,0,0.0,0,0,0.0
W,Ricky Simon,0,1,0,419,17,32,0.53125,50,69,0.7246376811594203,7,10,0.7,14,28,0.5,3,4,0.75,0,0,0.0,3,13,0.23076923076923078,4,6,0.6666666666666666,10,13,0.7692307692307693
L,Gaetano Pirrello,0,0,0,0,6,14,0.42857142857142855,10,18,0.5555555555555556,0,0,0.0,4,11,0.36363636363636365,0,0,0.0,2,3,0.6666666666666666,5,12,0.4166666666666667,1,2,0.5,0,0,0.0
W,Sumudaerji,0,0,0,0,50,127,0.3937007874015748,50,127,0.3937007874015748,0,0,0.0,22,87,0.25287356321839083,9,16,0.5625,19,24,0.7916666666666666,50,127,0.3937007874015748,0,0,0.0,0,0,0.0
L,Zarrukh Adashev,0,0,0,2,28,123,0.22764227642276422,28,123,0.22764227642276422,0,1,0.0,20,102,0.19607843137254902,3,13,0.23076923076923078,5,8,0.625,24,117,0.20512820512820512,4,6,0.6666666666666666,0,0,0.0
W,Dalcha Lungiambula,0,0,0,406,29,65,0.4461538461538462,61,98,0.6224489795918368,1,2,0.5,17,47,0.3617021276595745,12,17,0.7058823529411765,0,1,0.0,5,34,0.14705882352941177,5,8,0.625,19,23,0.8260869565217391
L,Markus Perez,0,1,0,261,25,49,0.5102040816326531,50,75,0.6666666666666666,0,1,0.0,7,26,0.2692307692307692,15,18,0.8333333333333334,3,5,0.6,18,37,0.4864864864864865,7,12,0.5833333333333334,0,0,0.0
W,Francisco Figueiredo,0,0,0,427,29,53,0.5471698113207547,39,65,0.6,4,6,0.6666666666666666,11,28,0.39285714285714285,7,11,0.6363636363636364,11,14,0.7857142857142857,20,40,0.5,4,4,1.0,5,9,0.5555555555555556
L,Jerome Rivera,0,0,1,67,31,134,0.23134328358208955,85,199,0.4271356783919598,0,5,0.0,12,90,0.13333333333333333,8,20,0.4,11,24,0.4583333333333333,22,112,0.19642857142857142,9,22,0.4090909090909091,0,0,0.0
W,Mike Davis,0,0,0,50,108,207,0.5217391304347826,111,210,0.5285714285714286,3,9,0.3333333333333333,54,131,0.4122137404580153,42,61,0.6885245901639344,12,15,0.8,97,189,0.5132275132275133,8,14,0.5714285714285714,3,4,0.75
L,Mason Jones,0,0,0,51,117,313,0.3738019169329074,132,329,0.4012158054711246,1,4,0.25,83,265,0.3132075471698113,18,31,0.5806451612903226,16,17,0.9411764705882353,104,285,0.3649122807017544,11,21,0.5238095238095238,2,7,0.2857142857142857
W,Umar Nurmagomedov,0,1,0,177,25,41,0.6097560975609756,32,48,0.6666666666666666,5,11,0.45454545454545453,14,25,0.56,4,9,0.4444444444444444,7,7,1.0,18,34,0.5294117647058824,6,6,1.0,1,1,1.0
L,Sergey Morozov,0,0,0,8,7,30,0.23333333333333334,8,31,0.25806451612903225,0,0,0.0,2,20,0.1,3,7,0.42857142857142855,2,3,0.6666666666666666,7,29,0.2413793103448276,0,1,0.0,0,0,0.0
L,Victoria Leonardo,0,0,0,2,17,81,0.20987654320987653,18,82,0.21951219512195122,0,1,0.0,7,59,0.11864406779661017,3,11,0.2727272727272727,7,11,0.6363636363636364,15,76,0.19736842105263158,2,5,0.4,0,0,0.0
W,Manon Fiorot,0,0,0,85,53,100,0.53,58,105,0.5523809523809524,1,1,1.0,31,72,0.4305555555555556,14,19,0.7368421052631579,8,9,0.8888888888888888,42,82,0.5121951219512195,10,15,0.6666666666666666,1,3,0.3333333333333333
W,Max Holloway,0,0,0,27,445,744,0.5981182795698925,447,746,0.599195710455764,0,1,0.0,274,553,0.49547920433996384,117,133,0.8796992481203008,54,58,0.9310344827586207,439,737,0.5956580732700135,6,7,0.8571428571428571,0,0,0.0
L,Calvin Kattar,0,0,0,5,133,283,0.46996466431095407,134,284,0.47183098591549294,0,2,0.0,99,237,0.4177215189873418,16,23,0.6956521739130435,18,23,0.782608695652174,129,279,0.46236559139784944,4,4,1.0,0,0,0.0
W,Carlos Condit,0,0,1,292,39,88,0.4431818181818182,157,209,0.7511961722488039,2,4,0.5,30,73,0.410958904109589,4,8,0.5,5,7,0.7142857142857143,22,68,0.3235294117647059,5,5,1.0,12,15,0.8
L,Matt Brown,0,0,0,366,28,37,0.7567567567567568,37,52,0.7115384615384616,1,6,0.16666666666666666,13,22,0.5909090909090909,11,11,1.0,4,4,1.0,11,18,0.6111111111111112,8,8,1.0,9,11,0.8181818181818182
L,Santiago Ponzinibbio,0,0,0,0,11,18,0.6111111111111112,11,18,0.6111111111111112,0,0,0.0,7,14,0.5,0,0,0.0,4,4,1.0,11,18,0.6111111111111112,0,0,0.0,0,0,0.0
W,Li Jingliang,1,0,0,2,21,50,0.42,21,50,0.42,0,0,0.0,6,30,0.2,3,6,0.5,12,14,0.8571428571428571,20,49,0.40816326530612246,0,0,0.0,1,1,1.0
L,Joaquin Buckley,0,0,0,0,3,22,0.13636363636363635,3,22,0.13636363636363635,0,0,0.0,2,19,0.10526315789473684,1,3,0.3333333333333333,0,0,0.0,3,22,0.13636363636363635,0,0,0.0,0,0,0.0
W,Alessio Di Chirico,1,0,0,1,12,23,0.5217391304347826,12,23,0.5217391304347826,0,0,0.0,6,17,0.35294117647058826,4,4,1.0,2,2,1.0,9,20,0.45,0,0,0.0,3,3,1.0
W,Punahele Soriano,2,0,0,38,30,66,0.45454545454545453,32,69,0.463768115942029,0,1,0.0,25,60,0.4166666666666667,4,5,0.8,1,1,1.0,21,51,0.4117647058823529,4,5,0.8,5,10,0.5
L,Dusko Todorovic,0,0,0,4,22,57,0.38596491228070173,23,59,0.3898305084745763,0,0,0.0,15,49,0.30612244897959184,7,8,0.875,0,0,0.0,18,53,0.33962264150943394,4,4,1.0,0,0,0.0
L,Wu Yanan,0,0,1,229,58,129,0.4496124031007752,70,148,0.47297297297297297,1,2,0.5,34,91,0.37362637362637363,14,23,0.6086956521739131,10,15,0.6666666666666666,51,118,0.4322033898305085,5,8,0.625,2,3,0.6666666666666666
W,Joselyne Edwards,0,1,1,69,88,178,0.4943820224719101,111,206,0.5388349514563107,0,3,0.0,44,105,0.41904761904761906,23,43,0.5348837209302325,21,30,0.7,72,158,0.45569620253164556,5,7,0.7142857142857143,11,13,0.8461538461538461
W,Carlos Felipe,0,0,0,41,77,142,0.5422535211267606,77,142,0.5422535211267606,0,1,0.0,46,103,0.44660194174757284,28,36,0.7777777777777778,3,3,1.0,64,128,0.5,13,14,0.9285714285714286,0,0,0.0
L,Justin Tafa,0,0,0,113,86,148,0.581081081081081,109,171,0.6374269005847953,0,2,0.0,50,107,0.4672897196261682,20,24,0.8333333333333334,16,17,0.9411764705882353,74,133,0.556390977443609,12,15,0.8,0,0,0.0
L,David Zawada,0,0,0,126,44,114,0.38596491228070173,114,190,0.6,1,1,1.0,24,88,0.2727272727272727,6,10,0.6,14,16,0.875,30,90,0.3333333333333333,13,23,0.5652173913043478,1,1,1.0
W,Ramazan Emeev,0,0,1,268,53,101,0.5247524752475248,101,160,0.63125,4,9,0.4444444444444444,36,81,0.4444444444444444,13,15,0.8666666666666667,4,5,0.8,36,82,0.43902439024390244,12,14,0.8571428571428571,5,5,1.0
L,Sarah Moras,0,0,0,0,44,200,0.22,44,200,0.22,0,1,0.0,12,162,0.07407407407407407,7,11,0.6363636363636364,25,27,0.9259259259259259,44,200,0.22,0,0,0.0,0,0,0.0
W,Vanessa Melo,0,0,0,4,56,169,0.33136094674556216,56,169,0.33136094674556216,0,0,0.0,43,151,0.2847682119205298,9,14,0.6428571428571429,4,4,1.0,56,169,0.33136094674556216,0,0,0.0,0,0,0.0
L,Jacob Kilburn,0,1,0,69,64,201,0.31840796019900497,78,216,0.3611111111111111,1,18,0.05555555555555555,47,172,0.27325581395348836,8,19,0.42105263157894735,9,10,0.9,60,190,0.3157894736842105,3,8,0.375,1,3,0.3333333333333333
W,Austin Lingo,1,0,0,230,95,182,0.521978021978022,110,197,0.5583756345177665,1,2,0.5,81,166,0.4879518072289157,10,12,0.8333333333333334,4,4,1.0,93,177,0.5254237288135594,2,4,0.5,0,1,0.0
W,Stephen Thompson,0,0,0,0,171,406,0.4211822660098522,191,428,0.4462616822429907,0,0,0.0,124,354,0.3502824858757062,41,46,0.8913043478260869,6,6,1.0,165,398,0.41457286432160806,6,8,0.75,0,0,0.0
L,Geoff Neal,0,0,0,226,85,179,0.4748603351955307,110,205,0.5365853658536586,0,0,0.0,71,161,0.4409937888198758,8,11,0.7272727272727273,6,7,0.8571428571428571,79,169,0.46745562130177515,6,10,0.6,0,0,0.0
W,Jose Aldo,0,0,0,297,44,70,0.6285714285714286,60,86,0.6976744186046512,0,2,0.0,17,38,0.4473684210526316,21,26,0.8076923076923077,6,6,1.0,36,62,0.5806451612903226,8,8,1.0,0,0,0.0
L,Marlon Vera,0,0,0,171,46,82,0.5609756097560976,92,133,0.6917293233082706,0,3,0.0,8,33,0.24242424242424243,11,15,0.7333333333333333,27,34,0.7941176470588235,34,69,0.4927536231884058,12,13,0.9230769230769231,0,0,0.0
W,Michel Pereira,0,1,0,81,44,79,0.5569620253164557,56,94,0.5957446808510638,2,2,1.0,24,53,0.4528301886792453,20,26,0.7692307692307693,0,0,0.0,33,67,0.4925373134328358,9,10,0.9,2,2,1.0
L,Khaos Williams,0,0,0,36,55,127,0.4330708661417323,62,134,0.4626865671641791,0,0,0.0,23,74,0.3108108108108108,9,19,0.47368421052631576,23,34,0.6764705882352942,48,114,0.42105263157894735,7,13,0.5384615384615384,0,0,0.0
L,Marlon Moraes,0,0,0,151,9,12,0.75,12,16,0.75,2,3,0.6666666666666666,8,10,0.8,1,2,0.5,0,0,0.0,8,9,0.8888888888888888,0,0,0.0,1,3,0.3333333333333333
W,Rob Font,1,0,1,38,30,37,0.8108108108108109,33,41,0.8048780487804879,0,0,0.0,27,34,0.7941176470588235,3,3,1.0,0,0,0.0,13,18,0.7222222222222222,1,1,1.0,16,18,0.8888888888888888
W,Marcin Tybura,0,0,0,87,51,101,0.504950495049505,60,111,0.5405405405405406,1,4,0.25,34,82,0.4146341463414634,10,12,0.8333333333333334,7,7,1.0,33,74,0.44594594594594594,0,0,0.0,18,27,0.6666666666666666
L,Greg Hardy,0,0,0,2,50,91,0.5494505494505495,50,91,0.5494505494505495,0,0,0.0,29,65,0.4461538461538462,12,13,0.9230769230769231,9,13,0.6923076923076923,46,85,0.5411764705882353,4,6,0.6666666666666666,0,0,0.0
W,Anthony Pettis,0,0,1,272,50,80,0.625,80,115,0.6956521739130435,0,1,0.0,26,51,0.5098039215686274,11,14,0.7857142857142857,13,15,0.8666666666666667,48,75,0.64,1,3,0.3333333333333333,1,2,0.5
L,Alex Morono,0,0,0,150,31,78,0.3974358974358974,50,102,0.49019607843137253,1,5,0.2,22,61,0.36065573770491804,6,12,0.5,3,5,0.6,26,70,0.37142857142857144,0,1,0.0,5,7,0.7142857142857143
L,Sijara Eubanks,0,0,0,393,49,104,0.47115384615384615,70,131,0.5343511450381679,2,4,0.5,43,94,0.4574468085106383,5,9,0.5555555555555556,1,1,1.0,38,90,0.4222222222222222,4,7,0.5714285714285714,7,7,1.0
W,Pannie Kianzad,0,0,0,134,92,143,0.6433566433566433,132,187,0.7058823529411765,0,2,0.0,57,105,0.5428571428571428,22,25,0.88,13,13,1.0,65,114,0.5701754385964912,26,28,0.9285714285714286,1,1,1.0
W,Deron Winn,0,0,0,569,20,38,0.5263157894736842,64,89,0.7191011235955056,12,16,0.75,10,26,0.38461538461538464,5,7,0.7142857142857143,5,5,1.0,18,35,0.5142857142857142,2,2,1.0,0,1,0.0
L,Antonio Arroyo,0,0,0,28,45,62,0.7258064516129032,70,87,0.8045977011494253,0,0,0.0,29,45,0.6444444444444445,11,12,0.9166666666666666,5,5,1.0,43,60,0.7166666666666667,0,0,0.0,2,2,1.0
L,Gillian Robertson,0,1,0,61,9,14,0.6428571428571429,42,48,0.875,0,2,0.0,7,12,0.5833333333333334,1,1,1.0,1,1,1.0,4,9,0.4444444444444444,0,0,0.0,5,5,1.0
W,Taila Santos,0,1,0,767,27,37,0.7297297297297297,72,85,0.8470588235294118,1,1,1.0,21,30,0.7,3,4,0.75,3,3,1.0,4,13,0.3076923076923077,1,1,1.0,22,23,0.9565217391304348
W,Tafon Nchukwi,1,0,0,171,120,187,0.6417112299465241,159,234,0.6794871794871795,0,2,0.0,70,133,0.5263157894736842,49,53,0.9245283018867925,1,1,1.0,59,118,0.5,57,63,0.9047619047619048,4,6,0.6666666666666666
L,Jamie Pickett,0,0,0,34,40,81,0.49382716049382713,40,81,0.49382716049382713,1,4,0.25,28,68,0.4117647058823529,8,9,0.8888888888888888,4,4,1.0,39,77,0.5064935064935064,1,4,0.25,0,0,0.0
W,Jimmy Flick,0,1,0,0,6,14,0.42857142857142855,7,15,0.4666666666666667,0,1,0.0,4,7,0.5714285714285714,0,1,0.0,2,6,0.3333333333333333,6,14,0.42857142857142855,0,0,0.0,0,0,0.0
L,Cody Durden,0,0,0,81,21,32,0.65625,30,43,0.6976744186046512,2,2,1.0,17,28,0.6071428571428571,3,3,1.0,1,1,1.0,17,28,0.6071428571428571,2,2,1.0,2,2,1.0
W,Christos Giagos,0,0,0,537,31,67,0.4626865671641791,76,124,0.6129032258064516,5,15,0.3333333333333333,23,57,0.40350877192982454,3,5,0.6,5,5,1.0,17,50,0.34,1,1,1.0,13,16,0.8125
L,Carlton Minus,0,0,0,0,28,80,0.35,29,81,0.35802469135802467,0,0,0.0,18,64,0.28125,4,9,0.4444444444444444,6,7,0.8571428571428571,28,79,0.35443037974683544,0,1,0.0,0,0,0.0
D,Deiveson Figueiredo,0,0,0,55,137,238,0.5756302521008403,147,248,0.592741935483871,2,4,0.5,93,181,0.5138121546961326,34,45,0.7555555555555555,10,12,0.8333333333333334,126,220,0.5727272727272728,3,7,0.42857142857142855,8,11,0.7272727272727273
