Result,Fighter,KD,Sub. att,Rev.,Ctrl,sig_str_landed,sig_str_attempted,sig_str_rate,total_str_landed,total_str_attempted,total_str_rate,td_landed,td_attempted,td_rate,head_landed,head_attempted,head_rate,body_landed,body_attempted,body_rate,leg_landed,leg_attempted,leg_rate,distance_landed,distance_attempted,distance_rate,clinch_landed,clinch_attempted,clinch_rate,ground_landed,ground_attempted,ground_rate
W,Matthew Semelsberger,3,0,0,256,45,116,0.3879310344827586,54,129,0.4186046511627907,3,5,0.6,34,89,0.38202247191011235,7,18,0.3888888888888889,4,9,0.4444444444444444,26,80,0.325,6,7,0.8571428571428571,13,29,0.4482758620689655
W,Said Nurmagomedov,0,3,0,25,7,18,0.3888888888888889,21,34,0.6176470588235294,0,2,0.0,3,12,0.25,3,5,0.6,1,1,1.0,3,12,0.25,4,6,0.6666666666666666,0,0,0.0
L,Saidyokub Kakhramonov,0,1,0,472,11,30,0.36666666666666664,32,65,0.49230769230769234,5,12,0.4166666666666667,8,27,0.2962962962962963,3,3,1.0,0,0,0.0,5,10,0.5,0,1,0.0,6,19,0.3157894736842105
W,Rafa Garcia,0,0,0,370,49,98,0.5,79,138,0.572463768115942,6,11,0.5454545454545454,29,70,0.4142857142857143,11,17,0.6470588235294118,9,11,0.8181818181818182,28,64,0.4375,11,13,0.8461538461538461,10,21,0.47619047619047616
L,Maheshate,0,0,0,0,25,141,0.1773049645390071,30,148,0.20270270270270271,0,0,0.0,16,110,0.14545454545454545,8,29,0.27586206896551724,1,2,0.5,23,138,0.16666666666666666,1,2,0.5,1,1,1.0
L,Bryan Battle,0,0,0,0,3,16,0.1875,25,42,0.5952380952380952,0,1,0.0,1,11,0.09090909090909091,1,4,0.25,1,1,1.0,3,16,0.1875,0,0,0.0,0,0,0.0
W,Rinat Fakhretdinov,1,0,0,851,43,68,0.6323529411764706,102,149,0.6845637583892618,7,9,0.7777777777777778,38,62,0.6129032258064516,2,3,0.6666666666666666,3,3,1.0,8,11,0.7272727272727273,2,3,0.6666666666666666,33,54,0.6111111111111112
L,David Dvorak,0,0,0,162,33,94,0.35106382978723405,55,122,0.45081967213114754,2,3,0.6666666666666666,17,68,0.25,6,12,0.5,10,14,0.7142857142857143,31,91,0.34065934065934067,1,2,0.5,1,1,1.0
W,Manel Kape,1,2,1,57,58,119,0.48739495798319327,67,136,0.49264705882352944,0,0,0.0,33,85,0.38823529411764707,19,26,0.7307692307692307,6,8,0.75,44,99,0.4444444444444444,5,5,1.0,9,15,0.6
W,Sergey Morozov,0,0,0,419,30,105,0.2857142857142857,65,145,0.4482758620689655,6,13,0.46153846153846156,7,76,0.09210526315789473,8,12,0.6666666666666666,15,17,0.8823529411764706,16,88,0.18181818181818182,9,11,0.8181818181818182,5,6,0.8333333333333334
L,Journey Newson,0,0,0,0,26,106,0.24528301886792453,49,136,0.3602941176470588,0,2,0.0,10,78,0.1282051282051282,7,14,0.5,9,14,0.6428571428571429,25,104,0.2403846153846154,1,2,0.5,0,0,0.0
D,Jan Blachowicz,0,0,0,0,55,117,0.4700854700854701,79,141,0.5602836879432624,0,0,0.0,19,71,0.2676056338028169,11,17,0.6470588235294118,25,29,0.8620689655172413,50,109,0.45871559633027525,5,7,0.7142857142857143,0,1,0.0
D,Magomed Ankalaev,0,0,0,680,78,184,0.42391304347826086,191,312,0.6121794871794872,2,10,0.2,49,139,0.35251798561151076,19,33,0.5757575757575758,10,12,0.8333333333333334,50,134,0.373134328358209,6,8,0.75,22,42,0.5238095238095238
W,Paddy Pimblett,0,0,0,35,63,155,0.4064516129032258,97,194,0.5,0,3,0.0,33,122,0.27049180327868855,13,16,0.8125,17,17,1.0,54,139,0.38848920863309355,8,15,0.5333333333333333,1,1,1.0
L,Jared Gordon,0,0,0,388,60,103,0.5825242718446602,100,143,0.6993006993006993,3,6,0.5,32,62,0.5161290322580645,14,27,0.5185185185185185,14,14,1.0,53,94,0.5638297872340425,5,6,0.8333333333333334,2,3,0.6666666666666666
W,Santiago Ponzinibbio,1,0,0,1,66,155,0.4258064516129032,66,155,0.4258064516129032,0,1,0.0,31,99,0.31313131313131315,26,47,0.5531914893617021,9,9,1.0,65,153,0.42483660130718953,0,0,0.0,1,2,0.5
L,Alex Morono,1,0,0,8,38,131,0.2900763358778626,38,131,0.2900763358778626,0,0,0.0,34,120,0.2833333333333333,4,11,0.36363636363636365,0,0,0.0,34,124,0.27419354838709675,0,0,0.0,4,7,0.5714285714285714
L,Darren Till,0,0,1,23,35,70,0.5,58,94,0.6170212765957447,1,1,1.0,26,57,0.45614035087719296,6,9,0.6666666666666666,3,4,0.75,29,60,0.48333333333333334,1,1,1.0,5,9,0.5555555555555556
W,Dricus Du Plessis,0,3,0,333,86,147,0.5850340136054422,117,197,0.5939086294416244,6,6,1.0,69,123,0.5609756097560976,4,7,0.5714285714285714,13,17,0.7647058823529411,28,59,0.4745762711864407,25,40,0.625,33,48,0.6875
L,Bryce Mitchell,0,0,0,89,36,82,0.43902439024390244,46,94,0.48936170212765956,1,9,0.1111111111111111,22,57,0.38596491228070173,11,22,0.5,3,3,1.0,34,79,0.43037974683544306,1,1,1.0,1,2,0.5
W,Ilia Topuria,1,1,0,78,40,77,0.5194805194805194,53,93,0.5698924731182796,0,0,0.0,34,63,0.5396825396825397,5,13,0.38461538461538464,1,1,1.0,29,64,0.453125,3,4,0.75,8,9,0.8888888888888888
W,Raul Rosas Jr.,0,2,0,132,3,7,0.42857142857142855,9,14,0.6428571428571429,2,3,0.6666666666666666,2,5,0.4,0,0,0.0,1,2,0.5,3,7,0.42857142857142855,0,0,0.0,0,0,0.0
L,Jay Perrin,0,0,0,0,4,8,0.5,4,8,0.5,0,0,0.0,3,7,0.42857142857142855,0,0,0.0,1,1,1.0,4,8,0.5,0,0,0.0,0,0,0.0
W,Jairzinho Rozenstruik,1,0,0,6,12,21,0.5714285714285714,12,21,0.5714285714285714,0,0,0.0,12,21,0.5714285714285714,0,0,0.0,0,0,0.0,9,16,0.5625,0,1,0.0,3,4,0.75
L,Chris Daukaus,0,0,0,0,1,1,1.0,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0
W,Edmen Shahbazyan,0,0,0,68,54,107,0.5046728971962616,60,113,0.5309734513274337,0,0,0.0,31,78,0.3974358974358974,20,25,0.8,3,4,0.75,37,72,0.5138888888888888,7,10,0.7,10,25,0.4
L,Dalcha Lungiambula,0,0,0,15,23,48,0.4791666666666667,26,51,0.5098039215686274,0,4,0.0,6,24,0.25,11,18,0.6111111111111112,6,6,1.0,22,46,0.4782608695652174,1,2,0.5,0,0,0.0
W,Chris Curtis,1,0,0,6,36,87,0.41379310344827586,36,87,0.41379310344827586,0,0,0.0,25,72,0.3472222222222222,3,5,0.6,8,10,0.8,29,78,0.3717948717948718,1,1,1.0,6,8,0.75
L,Joaquin Buckley,0,0,0,0,50,163,0.3067484662576687,50,163,0.3067484662576687,0,0,0.0,27,134,0.20149253731343283,15,20,0.75,8,9,0.8888888888888888,48,159,0.3018867924528302,2,4,0.5,0,0,0.0
W,Billy Quarantillo,0,0,0,80,87,151,0.5761589403973509,127,194,0.654639175257732,2,4,0.5,61,123,0.4959349593495935,17,18,0.9444444444444444,9,10,0.9,52,109,0.47706422018348627,21,22,0.9545454545454546,14,20,0.7
L,Alexander Hernandez,0,1,0,248,48,94,0.5106382978723404,59,105,0.5619047619047619,2,6,0.3333333333333333,33,70,0.4714285714285714,5,9,0.5555555555555556,10,15,0.6666666666666666,34,74,0.4594594594594595,8,11,0.7272727272727273,6,9,0.6666666666666666
W,TJ Brown,0,1,2,583,24,38,0.631578947368421,82,109,0.7522935779816514,2,7,0.2857142857142857,20,33,0.6060606060606061,4,5,0.8,0,0,0.0,13,25,0.52,6,7,0.8571428571428571,5,6,0.8333333333333334
L,Erik Silva,0,0,1,155,21,29,0.7241379310344828,32,42,0.7619047619047619,3,4,0.75,12,19,0.631578947368421,6,7,0.8571428571428571,3,3,1.0,13,20,0.65,7,7,1.0,1,2,0.5
W,Cameron Saaiman,0,0,6,389,53,89,0.5955056179775281,105,149,0.7046979865771812,0,0,0.0,38,69,0.5507246376811594,9,14,0.6428571428571429,6,6,1.0,23,50,0.46,9,11,0.8181818181818182,21,28,0.75
L,Steven Koslow,0,1,2,280,11,29,0.3793103448275862,20,42,0.47619047619047616,5,9,0.5555555555555556,8,25,0.32,1,2,0.5,2,2,1.0,8,21,0.38095238095238093,1,3,0.3333333333333333,2,5,0.4
W,Stephen Thompson,0,0,0,47,163,260,0.6269230769230769,178,278,0.6402877697841727,0,0,0.0,103,192,0.5364583333333334,42,49,0.8571428571428571,18,19,0.9473684210526315,150,241,0.6224066390041494,13,19,0.6842105263157895,0,0,0.0
L,Kevin Holland,0,0,0,81,119,210,0.5666666666666667,123,214,0.5747663551401869,2,6,0.3333333333333333,52,131,0.3969465648854962,23,29,0.7931034482758621,44,50,0.88,97,187,0.5187165775401069,22,23,0.9565217391304348,0,0,0.0
L,Bryan Barberena,0,0,0,35,14,29,0.4827586206896552,61,79,0.7721518987341772,0,0,0.0,6,18,0.3333333333333333,4,6,0.6666666666666666,4,5,0.8,10,25,0.4,2,2,1.0,2,2,1.0
W,Rafael Dos Anjos,0,2,0,396,20,25,0.8,36,41,0.8780487804878049,4,6,0.6666666666666666,3,8,0.375,17,17,1.0,0,0,0.0,3,8,0.375,3,3,1.0,14,14,1.0
W,Matheus Nicolau,2,0,0,47,32,42,0.7619047619047619,40,50,0.8,1,1,1.0,23,31,0.7419354838709677,6,7,0.8571428571428571,3,4,0.75,18,25,0.72,0,0,0.0,14,17,0.8235294117647058
L,Matt Schnell,0,0,0,0,20,59,0.3389830508474576,29,68,0.4264705882352941,0,0,0.0,16,50,0.32,3,7,0.42857142857142855,1,2,0.5,20,59,0.3389830508474576,0,0,0.0,0,0,0.0
L,Tai Tuivasa,0,0,0,0,2,10,0.2,2,10,0.2,0,0,0.0,2,9,0.2222222222222222,0,0,0.0,0,1,0.0,2,10,0.2,0,0,0.0,0,0,0.0
W,Sergei Pavlovich,2,0,0,9,23,44,0.5227272727272727,23,44,0.5227272727272727,0,0,0.0,23,43,0.5348837209302325,0,1,0.0,0,0,0.0,16,32,0.5,1,4,0.25,6,8,0.75
L,Jack Hermansson,0,0,0,112,47,79,0.5949367088607594,48,80,0.6,2,3,0.6666666666666666,16,41,0.3902439024390244,11,16,0.6875,20,22,0.9090909090909091,43,74,0.581081081081081,3,4,0.75,1,1,1.0
W,Roman Dolidze,0,3,0,30,25,54,0.46296296296296297,39,73,0.5342465753424658,0,0,0.0,23,51,0.45098039215686275,2,3,0.6666666666666666,0,0,0.0,12,38,0.3157894736842105,1,1,1.0,12,15,0.8
W,Eryk Anders,1,0,0,146,49,94,0.5212765957446809,97,159,0.610062893081761,1,1,1.0,27,70,0.38571428571428573,14,14,1.0,8,10,0.8,23,55,0.41818181818181815,6,8,0.75,20,31,0.6451612903225806
L,Kyle Daukaus,0,0,0,44,37,79,0.46835443037974683,38,83,0.4578313253012048,0,8,0.0,14,55,0.2545454545454545,8,9,0.8888888888888888,15,15,1.0,35,76,0.4605263157894737,2,2,1.0,0,1,0.0
L,Niko Price,0,0,0,89,110,247,0.44534412955465585,150,293,0.5119453924914675,0,2,0.0,66,197,0.3350253807106599,16,22,0.7272727272727273,28,28,1.0,88,218,0.4036697247706422,14,21,0.6666666666666666,8,8,1.0
W,Phil Rowe,0,2,0,89,63,139,0.45323741007194246,64,140,0.45714285714285713,1,2,0.5,49,123,0.3983739837398374,7,8,0.875,7,8,0.875,57,129,0.4418604651162791,6,7,0.8571428571428571,0,3,0.0
W,Angela Hill,0,0,0,0,182,345,0.527536231884058,190,353,0.5382436260623229,0,0,0.0,95,240,0.3958333333333333,73,88,0.8295454545454546,14,17,0.8235294117647058,130,292,0.4452054794520548,52,53,0.9811320754716981,0,0,0.0
L,Emily Ducote,0,0,0,0,71,173,0.41040462427745666,76,178,0.42696629213483145,0,2,0.0,49,147,0.3333333333333333,18,22,0.8181818181818182,4,4,1.0,62,161,0.38509316770186336,9,12,0.75,0,0,0.0
W,Clay Guida,0,0,0,335,66,183,0.36065573770491804,95,215,0.4418604651162791,4,15,0.26666666666666666,30,134,0.22388059701492538,23,36,0.6388888888888888,13,13,1.0,58,173,0.3352601156069364,5,7,0.7142857142857143,3,3,1.0
L,Scott Holtzman,0,0,0,18,65,166,0.39156626506024095,77,178,0.43258426966292135,0,0,0.0,55,146,0.3767123287671233,5,13,0.38461538461538464,5,7,0.7142857142857143,60,160,0.375,5,6,0.8333333333333334,0,0,0.0
W,Michael Johnson,0,0,0,30,83,181,0.4585635359116022,83,181,0.4585635359116022,0,3,0.0,37,116,0.31896551724137934,37,55,0.6727272727272727,9,10,0.9,79,171,0.4619883040935672,3,7,0.42857142857142855,1,3,0.3333333333333333
L,Marc Diakiese,0,0,0,0,55,127,0.4330708661417323,55,127,0.4330708661417323,0,6,0.0,21,80,0.2625,24,31,0.7741935483870968,10,16,0.625,52,124,0.41935483870967744,3,3,1.0,0,0,0.0
L,Darren Elkins,0,0,0,48,57,193,0.29533678756476683,67,203,0.33004926108374383,2,5,0.4,47,176,0.26704545454545453,9,15,0.6,1,2,0.5,49,177,0.2768361581920904,8,16,0.5,0,0,0.0
W,Jonathan Pearce,0,0,1,213,110,222,0.4954954954954955,154,276,0.5579710144927537,2,7,0.2857142857142857,80,188,0.425531914893617,18,22,0.8181818181818182,12,12,1.0,66,159,0.41509433962264153,14,20,0.7,30,43,0.6976744186046512
W,Natan Levy,0,0,0,280,67,135,0.4962962962962963,69,137,0.5036496350364964,6,10,0.6,22,79,0.27848101265822783,25,34,0.7352941176470589,20,22,0.9090909090909091,66,134,0.4925373134328358,1,1,1.0,0,0,0.0
L,Genaro Valdez,0,0,0,1,49,158,0.310126582278481,62,173,0.3583815028901734,0,0,0.0,26,121,0.21487603305785125,10,22,0.45454545454545453,13,15,0.8666666666666667,41,148,0.27702702702702703,5,7,0.7142857142857143,3,3,1.0
L,Marcelo Rojo,0,0,0,0,31,47,0.6595744680851063,48,65,0.7384615384615385,0,0,0.0,20,35,0.5714285714285714,4,5,0.8,7,7,1.0,24,39,0.6153846153846154,2,2,1.0,5,6,0.8333333333333334
W,Francis Marshall,1,0,0,167,23,81,0.2839506172839506,29,89,0.3258426966292135,1,3,0.3333333333333333,20,78,0.2564102564102564,2,2,1.0,1,1,1.0,15,72,0.20833333333333334,2,2,1.0,6,7,0.8571428571428571
W,Yazmin Jauregui,2,0,0,170,67,154,0.43506493506493504,103,200,0.515,0,3,0.0,54,135,0.4,6,11,0.5454545454545454,7,8,0.875,38,109,0.3486238532110092,7,12,0.5833333333333334,22,33,0.6666666666666666
L,Istela Nunes,1,0,0,15,36,60,0.6,39,63,0.6190476190476191,0,0,0.0,20,41,0.4878048780487805,12,14,0.8571428571428571,4,5,0.8,28,50,0.56,8,8,1.0,0,2,0.0
W,Kennedy Nzechukwu,1,0,0,74,24,42,0.5714285714285714,24,42,0.5714285714285714,0,1,0.0,22,40,0.55,2,2,1.0,0,0,0.0,15,32,0.46875,0,0,0.0,9,10,0.9
L,Ion Cutelaba,0,0,0,212,9,26,0.34615384615384615,30,57,0.5263157894736842,2,8,0.25,7,23,0.30434782608695654,0,1,0.0,2,2,1.0,8,24,0.3333333333333333,0,1,0.0,1,1,1.0
L,Chase Sherman,0,0,0,94,66,177,0.3728813559322034,73,187,0.39037433155080214,1,2,0.5,25,130,0.19230769230769232,16,19,0.8421052631578947,25,28,0.8928571428571429,66,174,0.3793103448275862,0,3,0.0,0,0,0.0
W,Waldo Cortes Acosta,0,0,0,13,147,278,0.5287769784172662,149,282,0.5283687943262412,0,0,0.0,124,247,0.5020242914979757,17,25,0.68,6,6,1.0,142,271,0.5239852398523985,5,7,0.7142857142857143,0,0,0.0
L,Andre Fialho,0,0,0,20,17,66,0.25757575757575757,29,80,0.3625,0,0,0.0,10,55,0.18181818181818182,4,6,0.6666666666666666,3,5,0.6,14,60,0.23333333333333334,3,6,0.5,0,0,0.0
W,Muslim Salikhov,0,0,0,187,56,95,0.5894736842105263,77,123,0.6260162601626016,1,3,0.3333333333333333,38,70,0.5428571428571428,14,21,0.6666666666666666,4,4,1.0,35,60,0.5833333333333334,3,8,0.375,18,27,0.6666666666666666
W,Jack Della Maddalena,2,0,0,34,33,60,0.55,41,68,0.6029411764705882,0,0,0.0,23,41,0.5609756097560976,9,16,0.5625,1,3,0.3333333333333333,27,50,0.54,2,2,1.0,4,8,0.5
L,Danny Roberts,0,0,0,15,5,33,0.15151515151515152,5,33,0.15151515151515152,0,1,0.0,2,29,0.06896551724137931,1,2,0.5,2,2,1.0,4,32,0.125,1,1,1.0,0,0,0.0
W,Charles Johnson,0,0,0,57,115,209,0.5502392344497608,141,237,0.5949367088607594,0,2,0.0,64,142,0.4507042253521127,41,54,0.7592592592592593,10,13,0.7692307692307693,101,191,0.5287958115183246,14,18,0.7777777777777778,0,0,0.0
L,Zhalgas Zhumagulov,0,0,0,63,119,234,0.5085470085470085,141,258,0.5465116279069767,1,4,0.25,36,119,0.3025210084033613,34,62,0.5483870967741935,49,53,0.9245283018867925,112,225,0.49777777777777776,6,8,0.75,1,1,1.0
W,Jennifer Maia,0,0,0,104,109,253,0.4308300395256917,117,261,0.4482758620689655,0,0,0.0,84,224,0.375,14,18,0.7777777777777778,11,11,1.0,101,242,0.41735537190082644,8,11,0.7272727272727273,0,0,0.0
L,Maryna Moroz,0,0,0,0,80,272,0.29411764705882354,84,276,0.30434782608695654,0,0,0.0,55,237,0.2320675105485232,14,23,0.6086956521739131,11,12,0.9166666666666666,78,269,0.2899628252788104,2,3,0.6666666666666666,0,0,0.0
L,Vince Morales,0,0,0,5,39,131,0.29770992366412213,47,139,0.3381294964028777,0,0,0.0,28,112,0.25,9,15,0.6,2,4,0.5,36,127,0.28346456692913385,3,4,0.75,0,0,0.0
W,Miles Johns,0,0,0,128,38,103,0.36893203883495146,45,110,0.4090909090909091,1,12,0.08333333333333333,28,92,0.30434782608695654,4,5,0.8,6,6,1.0,38,102,0.37254901960784315,0,1,0.0,0,0,0.0
W,Ricky Turcios,0,1,3,377,68,115,0.591304347826087,170,224,0.7589285714285714,2,5,0.4,65,112,0.5803571428571429,1,1,1.0,2,2,1.0,28,63,0.4444444444444444,5,11,0.45454545454545453,35,41,0.8536585365853658
L,Kevin Natividad,1,0,0,300,41,81,0.5061728395061729,61,109,0.5596330275229358,7,13,0.5384615384615384,33,70,0.4714285714285714,5,7,0.7142857142857143,3,4,0.75,23,55,0.41818181818181815,5,9,0.5555555555555556,13,17,0.7647058823529411
W,Vanessa Demopoulos,1,0,0,479,55,80,0.6875,121,154,0.7857142857142857,2,4,0.5,44,68,0.6470588235294118,5,5,1.0,6,7,0.8571428571428571,18,39,0.46153846153846156,3,3,1.0,34,38,0.8947368421052632
L,Maria Oliveira,0,0,0,1,83,154,0.538961038961039,95,166,0.572289156626506,0,0,0.0,55,124,0.4435483870967742,20,21,0.9523809523809523,8,9,0.8888888888888888,80,151,0.5298013245033113,3,3,1.0,0,0,0.0
W,Brady Hiestand,0,1,0,554,19,34,0.5588235294117647,56,82,0.6829268292682927,3,8,0.375,10,23,0.43478260869565216,4,5,0.8,5,6,0.8333333333333334,16,31,0.5161290322580645,2,2,1.0,1,1,1.0
L,Fernie Garcia,0,1,1,82,21,44,0.4772727272727273,86,125,0.688,1,2,0.5,13,36,0.3611111111111111,1,1,1.0,7,7,1.0,20,43,0.46511627906976744,0,0,0.0,1,1,1.0
W,Natalia Silva,1,0,1,133,45,72,0.625,62,89,0.6966292134831461,0,3,0.0,26,50,0.52,7,9,0.7777777777777778,12,13,0.9230769230769231,41,65,0.6307692307692307,1,3,0.3333333333333333,3,4,0.75
L,Tereza Bleda,0,2,0,296,18,47,0.3829787234042553,25,55,0.45454545454545453,1,7,0.14285714285714285,8,33,0.24242424242424243,7,10,0.7,3,4,0.75,13,40,0.325,5,7,0.7142857142857143,0,0,0.0
L,Israel Adesanya,0,0,0,394,86,162,0.5308641975308642,119,209,0.569377990430622,1,4,0.25,41,103,0.39805825242718446,21,29,0.7241379310344828,24,30,0.8,77,148,0.5202702702702703,3,4,0.75,6,10,0.6
W,Alex Pereira,0,0,0,31,91,157,0.5796178343949044,140,214,0.6542056074766355,1,1,1.0,42,89,0.47191011235955055,27,33,0.8181818181818182,22,35,0.6285714285714286,76,139,0.5467625899280576,14,17,0.8235294117647058,1,1,1.0
L,Carla Esparza,0,0,1,55,6,32,0.1875,19,50,0.38,1,4,0.25,6,31,0.1935483870967742,0,1,0.0,0,0,0.0,6,31,0.1935483870967742,0,0,0.0,0,1,0.0
W,Zhang Weili,0,1,1,90,37,78,0.47435897435897434,42,90,0.4666666666666667,0,0,0.0,20,58,0.3448275862068966,8,9,0.8888888888888888,9,11,0.8181818181818182,24,63,0.38095238095238093,0,0,0.0,13,15,0.8666666666666667
W,Dustin Poirier,0,2,0,47,38,76,0.5,63,105,0.6,0,0,0.0,34,71,0.4788732394366197,2,2,1.0,2,3,0.6666666666666666,32,66,0.48484848484848486,3,4,0.75,3,6,0.5
L,Michael Chandler,0,0,0,339,43,100,0.43,65,135,0.48148148148148145,3,7,0.42857142857142855,32,80,0.4,10,17,0.5882352941176471,1,3,0.3333333333333333,25,76,0.32894736842105265,2,2,1.0,16,22,0.7272727272727273
L,Frankie Edgar,0,0,0,0,2,12,0.16666666666666666,2,12,0.16666666666666666,0,0,0.0,0,5,0.0,0,1,0.0,2,6,0.3333333333333333,2,12,0.16666666666666666,0,0,0.0,0,0,0.0
W,Chris Gutierrez,1,0,0,1,10,20,0.5,10,20,0.5,0,0,0.0,6,14,0.42857142857142855,0,1,0.0,4,5,0.8,10,20,0.5,0,0,0.0,0,0,0.0
W,Dan Hooker,1,1,0,128,29,63,0.4603174603174603,37,73,0.5068493150684932,0,0,0.0,8,34,0.23529411764705882,13,16,0.8125,8,13,0.6153846153846154,24,58,0.41379310344827586,0,0,0.0,5,5,1.0
L,Claudio Puelles,0,1,0,8,5,18,0.2777777777777778,5,18,0.2777777777777778,0,8,0.0,1,12,0.08333333333333333,3,5,0.6,1,1,1.0,5,18,0.2777777777777778,0,0,0.0,0,0,0.0
L,Brad Riddell,0,0,0,14,14,25,0.56,14,25,0.56,0,1,0.0,6,16,0.375,6,7,0.8571428571428571,2,2,1.0,14,25,0.56,0,0,0.0,0,0,0.0
W,Renato Moicano,0,1,0,34,10,33,0.30303030303030304,11,35,0.3142857142857143,0,1,0.0,10,32,0.3125,0,0,0.0,0,1,0.0,10,33,0.30303030303030304,0,0,0.0,0,0,0.0
L,Dominick Reyes,0,0,0,0,5,12,0.4166666666666667,5,12,0.4166666666666667,0,0,0.0,1,8,0.125,4,4,1.0,0,0,0.0,5,12,0.4166666666666667,0,0,0.0,0,0,0.0
W,Ryan Spann,1,0,0,3,8,17,0.47058823529411764,8,17,0.47058823529411764,0,1,0.0,7,16,0.4375,1,1,1.0,0,0,0.0,7,16,0.4375,0,0,0.0,1,1,1.0
W,Erin Blanchfield,0,2,0,168,25,38,0.6578947368421053,93,115,0.808695652173913,1,1,1.0,22,34,0.6470588235294118,1,2,0.5,2,2,1.0,7,19,0.3684210526315789,0,0,0.0,18,19,0.9473684210526315
L,Molly McCann,0,0,0,0,7,13,0.5384615384615384,7,13,0.5384615384615384,0,0,0.0,2,7,0.2857142857142857,3,3,1.0,2,3,0.6666666666666666,7,13,0.5384615384615384,0,0,0.0,0,0,0.0
W,Andre Petroski,0,2,0,479,42,96,0.4375,58,119,0.48739495798319327,8,11,0.7272727272727273,32,83,0.3855421686746988,9,11,0.8181818181818182,1,2,0.5,32,78,0.41025641025641024,3,3,1.0,7,15,0.4666666666666667
L,Wellington Turman,0,1,0,100,41,86,0.47674418604651164,71,118,0.6016949152542372,1,3,0.3333333333333333,22,54,0.4074074074074074,12,23,0.5217391304347826,7,9,0.7777777777777778,38,82,0.4634146341463415,0,1,0.0,3,3,1.0
W,Matt Frevola,1,0,0,2,11,27,0.4074074074074074,12,28,0.42857142857142855,0,0,0.0,10,24,0.4166666666666667,1,2,0.5,0,1,0.0,7,22,0.3181818181818182,2,3,0.6666666666666666,2,2,1.0
L,Ottman Azaitar,0,0,0,0,10,22,0.45454545454545453,11,23,0.4782608695652174,0,0,0.0,6,17,0.35294117647058826,4,5,0.8,0,0,0.0,10,21,0.47619047619047616,0,1,0.0,0,0,0.0
W,Karolina Kowalkiewicz,0,0,0,243,74,202,0.36633663366336633,90,230,0.391304347826087,2,2,1.0,55,170,0.3235294117647059,13,25,0.52,6,7,0.8571428571428571,71,198,0.35858585858585856,3,4,0.75,0,0,0.0
L,Silvana Gomez Juarez,0,0,0,10,77,263,0.29277566539923955,79,267,0.2958801498127341,0,0,0.0,46,224,0.20535714285714285,24,30,0.8,7,9,0.7777777777777778,75,259,0.28957528957528955,2,4,0.5,0,0,0.0
W,Michael Trizano,2,0,0,14,32,53,0.6037735849056604,34,55,0.6181818181818182,0,0,0.0,28,49,0.5714285714285714,2,2,1.0,2,2,1.0,21,40,0.525,1,1,1.0,10,12,0.8333333333333334
L,SeungWoo Choi,1,0,0,12,26,73,0.3561643835616438,26,74,0.35135135135135137,0,1,0.0,19,61,0.3114754098360656,3,7,0.42857142857142855,4,5,0.8,25,70,0.35714285714285715,1,3,0.3333333333333333,0,0,0.0
L,Julio Arce,0,0,0,6,26,126,0.20634920634920634,44,156,0.28205128205128205,1,2,0.5,13,102,0.12745098039215685,8,17,0.47058823529411764,5,7,0.7142857142857143,25,124,0.20161290322580644,1,2,0.5,0,0,0.0
W,Montel Jackson,1,0,0,355,48,106,0.4528301886792453,64,127,0.5039370078740157,0,3,0.0,39,95,0.4105263157894737,5,7,0.7142857142857143,4,4,1.0,33,82,0.4024390243902439,4,5,0.8,11,19,0.5789473684210527
W,Carlos Ulberg,1,0,0,5,14,23,0.6086956521739131,14,23,0.6086956521739131,0,0,0.0,8,15,0.5333333333333333,2,2,1.0,4,6,0.6666666666666666,12,20,0.6,0,0,0.0,2,3,0.6666666666666666
L,Nicolae Negumereanu,0,0,0,0,2,14,0.14285714285714285,2,14,0.14285714285714285,0,0,0.0,0,7,0.0,1,4,0.25,1,3,0.3333333333333333,2,14,0.14285714285714285,0,0,0.0,0,0,0.0
L,Marina Rodriguez,0,0,0,15,19,52,0.36538461538461536,44,78,0.5641025641025641,0,0,0.0,6,26,0.23076923076923078,3,8,0.375,10,18,0.5555555555555556,18,51,0.35294117647058826,0,0,0.0,1,1,1.0
W,Amanda Lemos,0,1,0,186,29,53,0.5471698113207547,43,67,0.6417910447761194,1,2,0.5,16,36,0.4444444444444444,10,13,0.7692307692307693,3,4,0.75,25,48,0.5208333333333334,3,4,0.75,1,1,1.0
W,Neil Magny,0,1,0,248,57,109,0.5229357798165137,106,169,0.6272189349112426,5,7,0.7142857142857143,38,85,0.4470588235294118,16,21,0.7619047619047619,3,3,1.0,46,94,0.48936170212765956,10,14,0.7142857142857143,1,1,1.0
L,Daniel Rodriguez,0,0,0,76,66,108,0.6111111111111112,71,113,0.6283185840707964,0,1,0.0,36,76,0.47368421052631576,15,17,0.8823529411764706,15,15,1.0,63,103,0.6116504854368932,3,3,1.0,0,2,0.0
L,Darrick Minner,0,0,0,0,5,5,1.0,5,5,1.0,0,0,0.0,0,0,0.0,2,2,1.0,3,3,1.0,5,5,1.0,0,0,0.0,0,0,0.0
W,Shayilan Nuerdanbieke,1,0,0,33,19,36,0.5277777777777778,32,50,0.64,0,0,0.0,19,36,0.5277777777777778,0,0,0.0,0,0,0.0,4,10,0.4,0,0,0.0,15,26,0.5769230769230769
